"set_num","name","year","num_parts","theme"
"20005-1","Winged Rahi (Klakk)",2008,38,"Bionicle"
"20008-1","Tow Truck",2009,79,"Creator"
"20011-1","Garbage Truck",2009,74,"Creator"
"20012-1","Click",2009,33,"Bionicle"
"20014-1","4 x 4 Dynamo",2010,69,"Creator"
"20015-1","Alligator",2010,89,"Creator"
"200-3","LEGO Town Plan Board, Plastic",1957,1,"Classic"
"200-4","LEGO Town Plan Board, Continental European Cardboard Version",1959,1,"Classic"
"200-5","LEGO Town Plan Board, UK / Australian Cardboard Version",1962,1,"Classic"
"200A-1","LEGO Town Plan Wooden Board",1957,1,"Classic"
"200M-1","LEGO Town Plan Wooden Board",1957,1,"Classic"
"20-1","Universal Building Set",1976,217,"Universal Building Set"
"2025-1","Boat",1999,12,"Universal Building Set"
"2032-1","Helicopter",1999,18,"Universal Building Set"
"2045-1","Car",1999,17,"Universal Building Set"
"2047-1","Plane",1999,13,"Universal Building Set"
"2064-1","Air Ambulance",2007,115,"City"
"2069-1","Boat",1999,15,"Universal Building Set"
"2075-1","Prop Plane",1999,14,"Universal Building Set"
"2-1","Extra Large Tires & Hubs",1982,4,"Technic"
"210-2","Small Store Set",1958,30,"Classic"
"211-2","Small House Set",1958,19,"Classic"
"212-1","Small House - Left Set",1958,21,"Classic"
"2121-1","Jack in the Box Promotional Set: Stomper",1997,11,"Universal Building Set"
"2122-1","Jack in the Box Promotional Set: Bob",1997,14,"Universal Building Set"
"2123-1","Jack in the Box Promotional Set: Spinner",1997,12,"Universal Building Set"
"2127-1","Jack in the Box Promotional Set: Nanas",1997,13,"Universal Building Set"
"2130-1","Danone Promotional Set: Duck",1998,7,"Universal Building Set"
"2131-1","Danone Promotional Set: Hippo",1998,10,"Universal Building Set"
"213-2","Small House - Right Set",1958,21,"Classic"
"2132-1","Danone Promotional Set: Cow",1998,10,"Universal Building Set"
"2133-1","Danone Promotional Set: Impala",1998,12,"Universal Building Set"
"2134-1","Danone Promotional Set: Bison",1998,10,"Universal Building Set"
"2135-1","Sabah Promotional Set: Aircraft",1997,9,"Universal Building Set"
"2136-1","Sabah Promotional Set: Airplane",1997,12,"Universal Building Set"
"2137-1","Sabah Promotional Set: Swamp Boat",1997,8,"Universal Building Set"
"2138-1","Sabah Promotional Set: Helicopter",1997,8,"Universal Building Set"
"2139-1","Sabah Promotional Set: Steam Liner",1998,12,"Universal Building Set"
"2140-1","ANWB Roadside Assistance Crew",1996,258,"Classic Town"
"214.10-1","1 x 2 x 4 Glass Door in Frame, Left",1961,26,"Classic"
"214.1-1","1 x 6 x 3 Window with Frame",1961,12,"Classic"
"214-2","Ten Windows and Doors, Red",1958,10,"Classic"
"214.2-1","1 x 6 x 2 Triple-Pane Window in Frame",1961,16,"Classic"
"214-3","Ten Windows and Doors, White",1958,10,"Classic"
"214.3-1","1 x 6 x 2 Double-Pane Window in Frame w/Shutters",1961,16,"Classic"
"214.4-1","1 x 4 x 2 Window in Frame",1961,18,"Classic"
"214.5-1","1 x 3 x 2 Window in Frame",1961,24,"Classic"
"214.6-1","1 x 2 x 2 Window in Frame",1961,15,"Classic"
"214.7-1","1 x 1 x 2 Window Frame",1961,38,"Classic"
"2147-1","Dragon Fly",1997,182,"Classic Town"
"214.8-1","1 x 2 x 1 Window Frame",1961,38,"Classic"
"2148-1","LEGO Truck",1997,105,"Classic Town"
"2148-2","LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition]",1998,106,"Classic Town"
"214.9-1","1 x 1 x 1 Window Frame",1961,40,"Classic"
"2149-1","Color Line Container Lorry",1997,184,"Classic Town"
"2151-1","Robo Raider",1997,137,"Space"
"215-2","2 x 8 Bricks",1958,30,"Classic"
"2152-1","Robo Raptor",1997,222,"Space"
"2153-1","Robo Stalker",1997,279,"Space"
"2154-1","Robo Master",1997,362,"Space"
"2155-1","Aircraft",2000,18,"Universal Building Set"
"2156-1","Car",2000,17,"Universal Building Set"
"2157-1","Boat",2000,16,"Universal Building Set"
"2158-1","Helicopter",2000,10,"Universal Building Set"
"216-1","2 x 10 Bricks",1958,25,"Classic"
"2163-1","Sabah Promotional Set: Toucan",1997,9,"Universal Building Set"
"2164-1","Sabah Promotional Set: Whale",1997,9,"Universal Building Set"
"2165-1","Rhinocerous",1998,10,"Universal Building Set"
"2166-1","Animal",1998,10,"Universal Building Set"
"2167-1","Sabah Promotional Set: Penguin",1997,8,"Universal Building Set"
"217-2","4 x 4 Corner Bricks",1958,30,"Classic"
"2181-1","Infomaniac",1997,4,"Classic Town"
"218-2","2 x 4 Bricks",1958,78,"Classic"
"219-1","2 x 3 Bricks",1958,90,"Classic"
"2199-1","Large Bulk Bucket",1997,466,"Universal Building Set"
"220-1","2 x 2 Bricks",1958,120,"Classic"
"221-2","1 x 2 Bricks",1958,156,"Classic"
"222-2","1 x 1 Bricks",1958,240,"Classic"
"2229-1","Bucketful of Fun",1998,201,"Universal Building Set"
"2230-1","Helicopter and Raft",2008,106,"City"
"223-2","1 x 1 Round Bricks",1958,160,"Classic"
"224-1","2 x 2 & 2 x 4 Curved Bricks",1956,14,"Classic"
"224-3","2 x 2 Curved Bricks",1958,120,"Classic"
"225-1","1 x 6 and 1 x 8 Bricks",1958,54,"Classic"
"226-1","8 Named Beams",1958,8,"Classic"
"227-1","4 x 8 Curved & 2 x 8 Plates",1958,5,"Classic"
"228-1","4 x 8 & 2 x 8 Plates",1958,5,"Classic"
"229-1","6 x 8 & 2 x 8 Plates",1958,4,"Classic"
"229.1-1","2 x 8 Plates",1962,8,"Classic"
"230-2","Six Trees and Bushes",1958,6,"Classic"
"231-2","Esso Pumps/Sign",1956,2,"Classic"
"232-2","16 Road Signs",1958,16,"Classic"
"233-1","Light Masts",1958,4,"Classic"
"234-1","Letter Bricks",1958,50,"Classic"
"235-1","Garage Plate and Door (White Base and Door Frame)",1958,3,"Classic"
"235-2","Garage Plate and Door (Gray Base and Door Frame)",1968,5,"Classic"
"236-1","Garage with Automatic Door (White base and door frame)",1956,69,"Classic"
"236-2","Garage and Van",1957,69,"Classic"
"236-3","Garage with Automatic Door (Gray base and door frame)",1968,59,"Classic"
"237-1","Number Bricks",1960,50,"Classic"
"240-1","Wooden Storage Box Large, Empty",1967,-1,"Classic"
"242-1","International Flags",1958,5,"Classic"
"242.1-1","6 International Flags -1-",1963,6,"Classic"
"242-2","5 Danish Flags",1958,5,"Classic"
"242.2-1","6 International Flags -2-",1963,6,"Classic"
"242.3-1","6 International Flags -3-",1963,6,"Classic"
"242A-1","International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,5,"Classic"
"242B-1","International Flags - Britain, France, Austria, Portugal, LEGO",1961,5,"Classic"
"242I-1","International Flags",1958,5,"Classic"
"245-1","Lighting Device Pack",1958,3,"Classic"
"2453-1","Large Bulk Bucket",1998,950,"Universal Building Set"
"2490-1","Insectoids Combi Set (Woolworth's UK promo)",1998,3,"Space"
"2494-1","400-Piece Purple Bucket",1998,400,"Universal Building Set"
"2531-1","Rescue Helicopter and Jeep",1998,99,"Classic Town"
"2532-1","Aircraft and Ground Crew",1998,143,"Classic Town"
"2535-1","Formula 1 Racing Car",1998,30,"Classic Town"
"2543-1","Spacecraft",1998,18,"Space"
"2554-1","Formula 1 Pit Stop",1998,172,"Classic Town"
"2584-1","Biker Bob",1998,15,"Classic Town"
"2-7","Basic Set",1973,139,"Universal Building Set"
"2707-1","Glider",2000,9,"Universal Building Set"
"2708-1","Aircraft",2000,12,"Universal Building Set"
"2709-1","Snowmobile",1996,8,"Universal Building Set"
"2710-1","Helicopter",2000,8,"Universal Building Set"
"271-2","Traffic Police Set",1958,6,"Classic"
"2718-1","Aircraft and Ground Crew",2001,143,"Classic Town"
"2719-1","Heli Monster",1999,9,"Universal Building Set"
"2722-1","Ship",2000,12,"Universal Building Set"
"2728-1","The Chopper",1999,11,"Universal Building Set"
"2729-1","Quattro Leg",1999,17,"Universal Building Set"
"2742-1","Loudspeaker",1999,9,"Universal Building Set"
"2743-1","Pendulum Nose",1999,21,"Universal Building Set"
"2744-1","Propeller Man",1999,10,"Universal Building Set"
"2757-1","Bad Monkey",1999,9,"Universal Building Set"
"2759-1","Rotor Head",1999,14,"Universal Building Set"
"2769-1","Aircraft and Boat",1999,100,"Classic Town"
"2774-1","Airshow (Red Tiger)",1999,141,"Classic Town"
"280-1","Sloping Roof Bricks, Red",1958,14,"Classic"
"280-2","Sloping Roof Bricks, Blue",1958,14,"Classic"
"281-1","1 x 2 and 3 x 2 Sloping Bricks, Red",1959,21,"Classic"
"281-2","1 x 2 and 3 x 2 Sloping Bricks, Blue",1959,21,"Classic"
"282-1","2 x 2 Sloping Roof Bricks, Red",1958,22,"Classic"
"282-2","2 x 2 Sloping Roof Bricks, Blue",1958,22,"Classic"
"283-1","Sloping Ridge and Valley Bricks, Red",1957,20,"Classic"
"283-2","Sloping Ridge and Valley Bricks, Blue",1957,20,"Classic"
"2840-1","Danone Promotional Set: Girl",1998,10,"Universal Building Set"
"2841-1","Danone Promotional Set: Boy",1998,9,"Universal Building Set"
"2842-1","{Basic Promotional Set}",1997,8,"Universal Building Set"
"2847-1","Flyer",1997,15,"Space"
"2849-1","Helicopter",1997,20,"Classic Town"
"2853300-1","Space Police Collection",2009,5,"Space"
"2853301-1","CITY Transport Collection",2009,5,"City"
"2853302-1","CITY Construction Collection",2009,4,"City"
"2853303-1","Bionicle Glatorian Legends Collection",2009,6,"Bionicle"
"2853590-1","Stormtrooper",2009,5,"Star Wars"
"2853835-1","White Boba Fett Figure",2010,5,"Star Wars"
"2854-1","Bungee Chopper",1998,70,"Technic"
"2856197-1","Shadow ARF Trooper",2011,5,"Star Wars"
"2880-1","Open-Top Jeep",1997,29,"Classic Town"
"2881-1","Parking Gate Attendant",1997,19,"Classic Town"
"2882-1","Speedboat",1997,22,"Classic Town"
"2883-1","Boat",1997,28,"Classic Town"
"2884-1","Microlight",1997,20,"Classic Town"
"2885-1","Ice Cream Seller",1997,27,"Classic Town"
"2886-1","Formula 1 Racing Car",1997,25,"Classic Town"
"2887-1","Petrol Station Attendant and Pump",1997,15,"Classic Town"
"2928-1","Airline Promotional Set",2006,137,"City"
"2928-2","Airline Promotional Set - ANA limited edition",2008,137,"City"
"2964-1","Space Spider",1998,45,"Space"
"2965-1","Hornet Scout",1998,72,"Space"
"2998-1","Stena Line Ferry",1998,195,"Universal Building Set"
"30000-1","Doctor With Car",2009,30,"City"
"30001-1","Fireman's Car",2009,39,"City"
"30002-1","Police Boat",2009,30,"City"
"30003-1","Road Roller",2009,31,"City"
"30004-1","Battle Droid on STAP",2009,23,"Star Wars"
"30005-1","Imperial Speeder Bike",2009,33,"Star Wars"
"30006-1","Clone Walker",2009,31,"Star Wars"
"300-1","T-Junction Road Plates",1978,2,"Classic Town"
"30010-1","Fire Chief",2010,31,"City"
"30011-1","Police Dinghy",2010,16,"City"
"30012-1","Mini Airplane",2010,34,"City"
"30013-1","Police Quad",2010,30,"City"
"30014-1","Police Helicopter",2011,32,"City"
"30015-1","Jet Ski",2011,24,"City"
"30017-1","Police Boat",2012,35,"City"
"30018-1","Police Plane",2012,32,"City"
"30019-1","Fire Helicopter",2012,37,"City"
"30020-1","Jet",2010,43,"Creator"
"30021-1","Parrot",2010,48,"Creator"
"30022-1","Bee",2011,23,"Creator"
"30023-1","Lighthouse",2011,25,"Creator"
"30024-1","Truck",2011,56,"Creator"
"30025-1","Clown Fish",2011,59,"Creator"
"30026-1","Panda",2011,61,"Creator"
"30027-1","Reindeer",2011,66,"Creator"
"30058-1","STAP",2012,19,"Star Wars"
"30059-1","MTT",2012,51,"Star Wars"
"30-1","Universal Building Set",1976,200,"Universal Building Set"
"301-1","Curved Road Plates",1978,2,"Classic Town"
"3012-1","Space Hover",1999,20,"Space"
"3013-1","Space Jet",1999,23,"Space"
"30140-1","ADU Walker",2011,34,"Space"
"3014-1","Ice Planet Scooter",1999,19,"Space"
"30141-1","ADU Jetpack",2011,19,"Space"
"30150-1","Race Car",2012,35,"City"
"3015-1","Space Police Car",1999,23,"Space"
"30151-1","Mining Dozer",2012,33,"City"
"30152-1","Mining Quad",2012,40,"City"
"30180-1","Twin Prop",2012,45,"Creator"
"30181-1","Helicopter",2012,53,"Creator"
"30184-1","Little Helicopter",2013,56,"Creator"
"30185-1","Little Eagle",2013,48,"Creator"
"30187-1","Fast Car",2014,56,"Creator"
"30188-1","Cute Kitten",2014,54,"Creator"
"30189-1","Transport Plane",2014,49,"Creator"
"30197-1","Snowman",2014,60,"Creator"
"302-1","Straight Road Plates (without crosswalk)",1983,2,"Classic Town"
"302-2","Straight Road Plates (with crosswalk)",1978,2,"Classic Town"
"30220-1","Fire Speedboat",2013,40,"City"
"30221-1","Fire Car",2013,36,"City"
"30222-1","Police Helicopter",2013,33,"City"
"30225-1","Seaplane",2013,37,"City"
"30226-1","Police Helicopter ",2014,48,"City"
"30227-1","Police Watercraft",2014,36,"City"
"30228-1","Police ATV",2014,42,"City"
"30229-1","Repair Lift",2014,40,"City"
"30230-1","Mini Mech",2013,28,"Space"
"30231-1","Space Insectoid",2013,27,"Space"
"30244-1","Anakin's Jedi Intercepter",2014,45,"Star Wars"
"30246-1","Imperial Shuttle",2014,57,"Star Wars"
"30247-1","ARC-170 Starfighter",2014,54,"Star Wars"
"3025-1","25th Anniversary Silver Bucket",1998,601,"Universal Building Set"
"3026-1","25th Anniversary Silver Tub",1998,1201,"Universal Building Set"
"30272-1","A-Wing Starfighter",2015,58,"Star Wars"
"30274-1","AT-DP",2015,65,"Star Wars"
"30275-1","TIE Advanced Prototype",2015,47,"Star Wars"
"30276-1","First Order Special Forces TIE Fighter Set",2015,41,"Star Wars"
"30277-1","First Order Star Destroyer",2016,56,"Star Wars"
"30278-1","Poe's X-wing Fighter",2015,64,"Star Wars"
"30279-1","Kylo Ren's Command Shuttle",2016,43,"Star Wars"
"30284-1","Tractor",2015,51,"Creator"
"303-1","Basic Building Set",1987,33,"Universal Building Set"
"30310-1","Arctic Scout",2014,39,"City"
"30311-1","Swamp Police Helicopter",2015,51,"City"
"30312-1","Demolition Driller",2015,40,"City"
"30313-1","Garbage Truck",2015,48,"City"
"30314-1","Go-Kart Racer",2015,45,"City"
"3032-1","Medium Bucket",1999,600,"Universal Building Set"
"3033-1","Basic Bulk Tub (American Version)",1998,1200,"Universal Building Set"
"3033-2","Basic Bulk Tub (Overseas Version)",2002,1200,"Universal Building Set"
"30346-1","Prison Island Helicopter",2016,46,"City"
"30347-1","Fire Car",2016,53,"City"
"30348-1","Mini Dumper",2016,45,"City"
"30351-1","Police Helicopter",2017,44,"City"
"30352-1","Police Car",2017,50,"City"
"3038-1","Spider Slayer",1998,367,"Technic"
"3040-1","Challenger Set 200",1998,155,"Universal Building Set"
"304-1","Basic Building Set",1985,31,"Universal Building Set"
"3041-1","Big Bucket of Fun",1998,468,"Universal Building Set"
"30471-1","Helicopter",2016,47,"Creator"
"30472-1","Parrot",2016,43,"Creator"
"30496-1","U-Wing Fighter",2017,55,"Star Wars"
"305-1","Two Crater Plates",1979,2,"Space"
"3056-1","Go-Kart",1998,23,"Classic Town"
"30602-1","First Order Stormtrooper",2016,7,"Star Wars"
"30605-1","Finn (FN-2187)",2016,3,"Star Wars"
"306-1","Two Lunar Landing Plates",1979,2,"Space"
"30611-1","R2-D2",2017,70,"Star Wars"
"306-2","VW Garage",1958,45,"Classic"
"3070-1","Mosquito",1999,21,"Space"
"3071-1","Light Flyer",1999,19,"Space"
"307-2","VW Auto Showroom",1958,51,"Classic"
"3072-1","Mega Tack",1999,23,"Space"
"3073-1","Booster",1999,21,"Space"
"3078-1","Kellogg's Promotional Set: Car",1998,17,"Universal Building Set"
"3079-1","Kellogg's Promotional Set: Duck",1998,14,"Universal Building Set"
"3080-1","Kellogg's Promotional Set: Plane",1998,16,"Universal Building Set"
"3081-1","Kellogg's Promotional Set: Helicopter",1998,16,"Universal Building Set"
"308-2","Basic Building Set",1985,34,"Universal Building Set"
"308-3","Fire Station",1958,109,"Classic"
"309-2","Church",1958,149,"Classic"
"31000-1","Mini Speeder",2013,65,"Creator"
"31001-1","Mini Skyfighter",2013,62,"Creator"
"31002-1","Super Racer",2013,121,"Creator"
"31004-1","Fierce Flyer",2013,166,"Creator"
"31005-1","Construction Hauler",2013,256,"Creator"
"31007-1","Power Mech",2013,223,"Creator"
"31008-1","Thunder Wings",2013,235,"Creator"
"31013-1","Red Thunder",2014,66,"Creator"
"31014-1","Power Digger",2014,63,"Creator"
"31015-1","Emerald Express",2014,56,"Creator"
"31017-1","Sunset Speeder",2014,119,"Creator"
"31018-1","Highway Cruiser",2014,129,"Creator"
"31019-1","Forest Animals",2014,272,"Creator"
"31020-1","Twinblade Adventures",2014,216,"Creator"
"31021-1","Furry Creatures",2014,285,"Creator"
"31023-1","Yellow Racers",2014,328,"Creator"
"31024-1","Roaring Power",2014,374,"Creator"
"31025-1","Mountain Hut",2014,550,"Creator"
"31026-1","Bike Shop & Cafe",2014,1022,"Creator"
"31027-1","Blue Racer",2015,67,"Creator"
"31028-1","Sea Plane",2015,53,"Creator"
"31029-1","Cargo Heli",2015,132,"Creator"
"31030-1","Red Go-Kart",2015,106,"Creator"
"31033-1","Vehicle Transporter",2015,264,"Creator"
"31037-1","Adventure Vehicles",2015,282,"Creator"
"31038-1","Changing Seasons",2015,535,"Creator"
"31039-1","Blue Power Jet",2015,607,"Creator"
"310-4","Basic Building Set",1985,46,"Universal Building Set"
"31040-1","Desert Racers",2016,65,"Creator"
"31041-1","Construction Vehicles",2016,64,"Creator"
"31042-1","Super Soarer",2016,100,"Creator"
"31043-1","Chopper transporter",2016,124,"Creator"
"31044-1","Park Animals",2016,202,"Creator"
"31045-1","Ocean Explorer",2016,213,"Creator"
"31046-1","Fast Car",2016,222,"Creator"
"31047-1","Propeller Plane",2016,230,"Creator"
"31048-1","Lakeside Lodge",2016,371,"Creator"
"31049-1","Twin Spin Helicopter",2016,326,"Creator"
"310-5","ESSO Filling Station",1958,96,"Classic"
"31050-1","Corner Deli",2016,467,"Creator"
"31051-1","Lighthouse Point",2016,527,"Creator"
"31052-1","Vacation Getaways",2016,791,"Creator"
"31053-1","Treehouse Adventures",2016,387,"Creator"
"31054-1","Blue Express",2017,71,"Creator"
"31055-1","Red Racer",2017,72,"Creator"
"31056-1","Green Cruiser",2016,122,"Creator"
"31057-1","Air Blazer",2016,102,"Creator"
"31058-1","Mighty Dinosaurs",2017,174,"Creator"
"31059-1","Sunset Street Bike",2016,185,"Creator"
"31060-1","Airshow Aces",2016,246,"Creator"
"31062-1","Robo Explorer 1",2017,205,"Creator"
"31063-1","Beachside Vacation",2017,275,"Creator"
"31064-1","Seaplane Adventures",2017,359,"Creator"
"31065-1","Park Street Townhouse",2017,565,"Creator"
"31066-1","Space Shuttle Explorer",2017,285,"Creator"
"31067-1","Modular Poolside Holiday",2017,352,"Creator"
"31068-1","Modular Modern Home",2017,386,"Creator"
"31069-1","Modular Family Villa",2017,728,"Creator"
"31070-1","Turbo Track Racer",2017,664,"Creator"
"311-3","Basic Set",1984,34,"Universal Building Set"
"315-1","Basic Building Set",1990,62,"Universal Building Set"
"317-2","Basic Building Set",1987,68,"Universal Building Set"
"3177-1","Small Car",2010,43,"City"
"3178-1","Seaplane",2010,101,"City"
"3179-1","Repair Truck",2010,122,"City"
"318-1","Windmill Set",1963,153,"Classic"
"3181-1","Passenger Plane",2010,308,"City"
"3181-2","Passenger Plane - ANA Version",2010,296,"City"
"3182-1","Airport",2010,704,"City"
"3197-1","Small Aircraft",2001,15,"Universal Building Set"
"320-1","Basic Building Set",1985,78,"Universal Building Set"
"321-1","Clowns",1965,223,"Classic"
"3219-1","TIE Fighter - Mini",2003,12,"Star Wars"
"322-1","Basic Set",1981,82,"Universal Building Set"
"3221-1","LEGO® City Truck",2010,277,"City"
"322-2","Town House",1964,171,"Classic"
"3222-1","Helicopter and Limousine",2010,250,"City"
"322-3","Basic Building Set + Storage Case",1983,2,"Universal Building Set"
"324-2","House with Garage",1964,174,"Classic"
"325-1","Basic Building Set",1990,109,"Universal Building Set"
